temperature,humidity,light_lux,soil_moisture,flower_stage
28.03,72.22,11564.0,45.56,open
26.35,87.67,13393.0,45.75,ready
28.53,86.28,13400.0,54.11,ready
24.7,75.29,13849.0,52.22,ready
26.43,83.14,10894.0,37.63,open
27.45,74.95,13345.0,41.48,ready
25.75,70.78,8327.0,49.33,closed
29.54,66.56,10318.0,43.39,open
29.31,69.36,14933.0,51.24,open
30.28,86.1,8772.0,52.36,closed
27.65,64.69,9725.0,42.46,closed
28.62,62.18,12589.0,42.0,open
27.02,61.47,9859.0,48.81,closed
27.8,62.0,14999.0,38.05,open
31.51,75.51,10228.0,38.07,open
28.93,62.58,13965.0,31.15,open
28.05,78.6,10323.0,30.4,open
27.11,87.99,9807.0,30.42,closed
27.67,86.35,9944.0,44.32,closed
31.98,85.45,14917.0,51.03,ready
25.68,77.58,11283.0,49.5,open
25.8,71.29,9466.0,35.75,closed
29.16,66.63,9538.0,35.65,closed
25.5,66.81,14789.0,44.72,open
27.55,60.97,11107.0,47.31,open
31.95,80.52,10992.0,41.33,open
25.23,82.0,13326.0,51.99,ready
29.58,79.72,12522.0,36.17,ready
25.63,71.92,9450.0,30.2,closed
28.04,82.17,13734.0,34.11,ready
30.45,76.77,11564.0,54.8,open
29.2,72.33,12454.0,34.73,ready
26.87,89.04,9595.0,43.23,closed
31.75,85.27,10290.0,31.41,open
30.15,81.68,10282.0,32.48,open
29.83,88.32,13352.0,35.44,ready
30.89,67.49,13927.0,41.71,open
30.67,78.66,10858.0,40.72,open
29.89,62.65,8620.0,32.8,closed
26.66,63.06,8175.0,44.31,closed
26.33,85.74,9821.0,47.21,closed
28.59,87.57,9587.0,48.74,closed
25.14,75.55,8096.0,50.79,closed
30.54,72.56,8566.0,38.22,closed
30.55,88.37,12210.0,47.5,ready
31.46,63.47,10154.0,44.92,open
29.27,72.11,13965.0,44.52,ready
29.05,69.87,14108.0,53.84,open
27.67,83.36,12528.0,30.82,ready
28.21,89.64,13426.0,30.64,ready
25.49,80.01,12258.0,40.36,ready
26.04,65.07,13296.0,53.96,open
26.94,76.86,9828.0,49.57,closed
31.69,78.34,13730.0,51.54,ready
25.93,79.4,11512.0,36.66,open
24.9,87.37,10298.0,38.87,open
24.76,72.95,11523.0,46.98,open
29.82,84.74,14101.0,48.67,ready
26.65,77.86,10329.0,34.6,open
28.33,69.56,8216.0,33.94,closed
26.44,85.76,9539.0,40.58,closed
26.82,60.25,12656.0,40.16,open
25.48,79.45,11731.0,30.11,open
30.48,67.99,11627.0,54.05,open
24.64,70.85,8757.0,45.72,closed
31.66,76.43,8008.0,52.6,closed
25.52,67.9,11045.0,49.31,open
28.39,85.18,11959.0,46.59,open
30.25,81.27,12827.0,42.33,ready
30.08,81.75,12564.0,31.62,ready
24.18,82.65,10876.0,30.34,open
26.04,78.47,14194.0,33.74,ready
26.68,83.1,11007.0,42.64,open
27.47,61.62,9408.0,44.38,closed
30.68,84.72,13274.0,33.24,ready
28.02,74.43,8693.0,49.58,closed
31.7,79.96,14462.0,38.34,ready
26.77,89.18,9778.0,46.51,closed
29.22,60.7,12950.0,39.06,open
31.77,79.92,14531.0,44.7,ready
30.74,60.24,11687.0,44.89,open
28.44,74.75,10359.0,47.6,open
31.6,88.27,14209.0,53.63,ready
29.33,61.32,9507.0,41.44,closed
31.22,89.55,13678.0,37.0,ready
27.0,69.35,14082.0,47.78,open
30.63,82.44,11331.0,48.39,open
27.47,77.54,11232.0,30.4,open
25.07,79.78,13332.0,34.27,ready
26.32,87.25,10565.0,47.3,open
28.09,74.15,14456.0,39.38,ready
31.6,60.28,11641.0,37.31,open
30.51,61.21,10081.0,46.5,open
24.33,74.02,11292.0,38.4,open
26.42,71.64,14016.0,51.39,ready
26.02,71.78,11316.0,41.2,open
28.22,66.21,13234.0,33.85,open
24.18,70.51,8260.0,53.75,closed
26.73,74.13,9662.0,32.24,closed
27.17,88.52,10404.0,54.16,open
31.98,68.42,9150.0,48.33,closed
24.96,60.59,8096.0,30.44,closed
25.63,72.69,13732.0,53.66,ready
30.71,87.65,8437.0,43.49,closed
26.59,71.31,8101.0,32.76,closed
25.37,77.52,11920.0,49.42,open
27.86,74.75,10694.0,34.09,open
25.43,60.48,9328.0,31.35,closed
24.11,68.67,11939.0,46.53,open
29.31,61.79,13877.0,51.98,open
24.63,76.47,8088.0,54.91,closed
29.04,81.95,9297.0,34.01,closed
29.97,82.27,10205.0,32.44,open
25.56,60.11,12511.0,43.64,open
31.98,77.6,8291.0,38.45,closed
29.51,77.01,8264.0,54.5,closed
27.64,73.1,11709.0,44.21,open
26.73,83.34,10902.0,33.6,open
26.42,81.67,13443.0,49.92,ready
31.8,77.08,10086.0,31.45,open
30.04,89.13,8122.0,52.42,closed
30.44,83.35,12678.0,42.38,ready
25.59,88.0,14877.0,35.36,ready
25.0,84.63,8826.0,45.21,closed
24.01,68.31,11481.0,32.77,open
24.12,78.45,10782.0,47.64,open
26.95,87.96,14191.0,40.7,ready
30.07,74.59,10170.0,35.2,open
28.75,83.3,12934.0,37.62,ready
27.38,81.23,9239.0,51.23,closed
28.13,73.26,14990.0,33.64,ready
27.89,84.27,13935.0,43.77,ready
25.94,69.16,11679.0,32.13,open
24.89,72.27,8941.0,32.7,closed
25.09,72.31,12646.0,51.22,ready
27.46,68.14,11761.0,41.63,open
25.05,82.28,13723.0,46.81,ready
27.99,87.32,9096.0,38.95,closed
30.03,73.69,12318.0,48.77,ready
29.37,73.31,14477.0,42.37,ready
31.89,78.95,8245.0,51.41,closed
25.61,84.23,13324.0,42.29,ready
27.29,74.03,12291.0,43.37,ready
27.52,84.13,11311.0,32.09,open
29.64,80.65,8653.0,48.1,closed
30.07,70.37,9251.0,37.46,closed
29.33,62.71,9217.0,48.31,closed
31.59,66.97,8284.0,33.67,closed
26.77,79.12,8179.0,37.44,closed
25.95,61.72,11819.0,31.19,open
27.08,66.32,11383.0,40.15,open
24.81,68.11,12173.0,49.66,open
27.46,65.12,9125.0,35.45,closed
30.18,64.07,9115.0,50.22,closed
28.37,67.64,11977.0,44.87,open
27.94,84.79,11306.0,35.16,open
27.86,85.05,8750.0,51.27,closed
24.98,72.44,10845.0,51.56,open
31.12,82.16,10434.0,53.8,open
30.78,87.48,10329.0,32.21,open
29.47,61.47,13162.0,36.24,open
24.4,75.96,11581.0,31.58,open
27.79,79.52,14133.0,53.3,ready
30.97,77.78,12920.0,40.23,ready
26.16,75.25,11673.0,51.12,open
29.7,64.04,10866.0,32.76,open
30.59,76.64,8239.0,31.57,closed
28.09,76.81,13892.0,54.32,ready
24.21,77.83,9295.0,38.84,closed
24.31,66.94,12372.0,47.51,open
27.07,69.69,10858.0,36.62,open
26.6,79.44,14096.0,31.37,ready
29.34,73.92,12285.0,36.92,ready
24.05,60.69,8961.0,35.43,closed
28.93,76.13,11042.0,50.85,open
29.3,78.07,12335.0,44.57,ready
24.42,84.37,11185.0,50.88,open
31.35,60.58,11944.0,47.66,open
30.75,64.79,8783.0,53.05,closed
28.88,84.36,8650.0,47.26,closed
25.27,82.3,14601.0,37.55,ready
25.19,65.92,10903.0,43.64,open
31.03,69.62,13582.0,44.14,open
25.06,80.82,14633.0,36.72,ready
30.66,72.22,8432.0,41.91,closed
27.87,71.19,9124.0,32.66,closed
31.76,85.24,8890.0,50.46,closed
29.41,82.55,9259.0,41.15,closed
26.19,89.58,14599.0,52.58,ready
26.97,62.1,13465.0,47.55,open
28.37,70.03,11275.0,54.3,open
28.13,65.81,10381.0,32.04,open
24.15,86.93,14280.0,51.32,ready
24.35,71.79,8569.0,50.33,closed
26.88,80.67,10877.0,51.37,open
26.88,72.77,8698.0,30.05,closed
27.51,69.16,9038.0,43.76,closed
29.78,64.38,13242.0,46.07,open
24.24,89.17,8392.0,40.14,closed
28.5,74.55,8456.0,40.58,closed
28.46,71.21,12706.0,37.44,ready
24.67,67.57,8542.0,39.74,closed
28.69,76.86,9933.0,38.12,closed
28.88,73.31,9754.0,40.91,closed
26.21,70.29,13811.0,44.78,ready
24.25,68.59,10825.0,39.59,open
31.62,70.78,9189.0,54.11,closed
29.28,64.93,8252.0,42.36,closed
26.88,65.35,9225.0,53.53,closed
24.2,72.65,9688.0,46.74,closed
30.86,60.11,12543.0,52.08,open
27.37,80.32,14678.0,35.05,ready
30.03,62.69,9145.0,52.91,closed
27.07,79.26,9374.0,46.55,closed
31.7,74.84,11154.0,46.29,open
24.95,75.94,14775.0,45.2,ready
24.86,84.15,8851.0,41.27,closed
24.6,61.34,10498.0,46.09,open
26.59,79.51,13287.0,54.38,ready
25.33,73.54,10745.0,32.14,open
26.76,72.12,13445.0,51.85,ready
27.89,62.0,11993.0,43.86,open
24.52,76.93,14145.0,31.03,ready
28.26,66.04,9834.0,51.24,closed
30.08,76.09,12508.0,50.78,ready
30.52,70.62,13967.0,49.61,ready
24.04,82.4,11357.0,54.97,open
28.02,86.98,11635.0,49.04,open
25.08,76.94,13510.0,47.28,ready
29.51,72.73,12584.0,36.1,ready
31.49,81.36,9257.0,47.85,closed
28.57,85.63,14135.0,38.07,ready
30.11,61.56,14586.0,47.17,open
27.11,67.4,14719.0,30.24,open
28.06,76.45,12510.0,53.16,ready
28.64,69.62,12829.0,45.54,open
24.45,62.53,11275.0,30.38,open
25.83,78.8,10107.0,52.92,open
30.94,67.39,9631.0,54.98,closed
30.7,63.91,14088.0,35.51,open
30.44,75.76,8626.0,35.12,closed
31.04,78.64,12223.0,41.2,ready
25.61,63.78,14230.0,47.07,open
24.82,73.93,14162.0,34.71,ready
25.42,68.13,13419.0,48.43,open
26.95,64.42,9259.0,35.97,closed
27.62,74.24,8851.0,37.48,closed
29.71,86.49,12080.0,47.81,ready
28.81,65.45,13341.0,42.6,open
29.26,69.0,12753.0,51.65,open
26.84,71.33,11911.0,44.37,open
29.86,73.66,9709.0,30.42,closed
27.0,69.86,12198.0,46.1,open
31.97,66.02,9422.0,53.54,closed
24.75,86.73,13803.0,41.23,ready
26.63,69.47,8576.0,40.01,closed
29.58,83.48,10731.0,51.3,open
26.53,89.65,12929.0,46.75,ready
29.47,72.22,8203.0,36.79,closed
31.22,89.28,14913.0,45.97,ready
27.52,63.63,14207.0,50.62,open
29.01,78.28,13550.0,46.74,ready
24.53,83.87,11563.0,49.19,open
30.55,72.64,11599.0,54.71,open
28.59,69.75,12060.0,48.98,open
27.91,79.61,11003.0,45.19,open
24.13,76.96,8979.0,32.71,closed
24.92,64.52,11173.0,47.97,open
28.64,86.14,10104.0,37.96,open
30.87,72.2,12069.0,41.7,ready
29.04,84.35,9761.0,45.15,closed
31.92,64.18,14205.0,33.74,open
28.15,76.52,12491.0,53.89,ready
27.23,89.07,11032.0,39.45,open
30.08,60.89,13152.0,51.79,open
27.79,74.34,12901.0,37.28,ready
29.17,62.15,14815.0,39.4,open
26.07,88.1,12822.0,32.7,ready
28.35,77.89,11817.0,36.19,open
27.71,77.79,13698.0,39.0,ready
27.3,74.78,13311.0,54.87,ready
25.98,66.28,14423.0,32.21,open
30.0,77.14,14078.0,41.66,ready
26.02,79.64,12123.0,42.31,ready
27.47,83.65,11618.0,45.9,open
28.3,71.63,8208.0,38.24,closed
25.21,79.91,9203.0,31.1,closed
30.54,75.09,14908.0,46.76,ready
30.16,84.47,13983.0,53.72,ready
28.1,76.91,10326.0,39.82,open
26.95,75.45,8587.0,31.46,closed
28.64,89.19,13453.0,31.55,ready
29.94,72.53,10542.0,38.63,open
25.72,75.9,9442.0,50.39,closed
31.65,61.71,9240.0,43.52,closed
28.06,73.96,9821.0,36.44,closed
28.36,80.85,14074.0,32.06,ready
28.16,75.86,8007.0,41.14,closed
30.52,65.24,10939.0,45.51,open
30.96,62.1,12939.0,39.32,open
30.81,72.31,10170.0,40.79,open
29.58,88.7,14934.0,41.72,ready
24.64,69.1,12125.0,30.19,open
30.6,77.69,11841.0,39.39,open
31.16,78.29,8551.0,31.27,closed
28.72,82.27,14787.0,40.44,ready
31.77,87.99,12893.0,49.4,ready
28.64,78.13,12556.0,53.54,ready
30.52,75.17,10168.0,36.87,open
28.73,83.07,11203.0,49.65,open
26.9,81.62,12804.0,42.34,ready
25.13,69.04,9306.0,51.13,closed
31.99,84.58,13826.0,54.46,ready
29.79,82.47,14110.0,46.3,ready
27.81,66.97,8365.0,36.02,closed
31.89,70.94,12230.0,43.3,ready
30.24,65.95,13119.0,41.8,open
26.67,86.01,8903.0,30.89,closed
24.25,68.67,13181.0,47.52,open
29.65,73.07,10826.0,50.77,open
26.49,74.69,9625.0,33.58,closed
27.79,87.29,10453.0,41.74,open
31.11,61.56,13223.0,50.75,open
26.96,72.55,14523.0,41.98,ready
29.31,82.43,8496.0,48.35,closed
31.86,61.0,13403.0,50.33,open
29.9,84.33,13971.0,31.49,ready
24.47,84.36,8636.0,48.23,closed
26.07,74.93,14841.0,53.95,ready
24.62,79.18,13591.0,48.76,ready
24.71,79.67,14379.0,50.03,ready
27.37,73.75,14455.0,44.59,ready
25.33,83.09,11899.0,43.44,open
30.87,84.74,10881.0,44.78,open
27.56,60.09,10364.0,48.44,open
25.55,88.11,11889.0,54.75,open
29.46,71.1,9023.0,40.73,closed
29.9,83.82,8638.0,47.21,closed
25.25,80.15,12502.0,47.47,ready
28.97,72.33,12397.0,45.85,ready
24.22,84.75,14804.0,35.75,ready
27.64,80.21,13492.0,33.93,ready
25.0,86.15,9905.0,47.26,closed
24.75,65.04,14755.0,54.82,open
28.33,83.34,8812.0,38.49,closed
25.01,60.71,13586.0,31.13,open
31.87,89.76,11315.0,40.56,open
27.35,66.44,11158.0,46.41,open
26.29,67.5,12786.0,34.28,open
31.72,64.71,10555.0,47.08,open
31.94,66.04,14893.0,52.9,open
27.01,82.12,12961.0,44.96,ready
25.57,75.88,14694.0,35.51,ready
29.83,76.12,14973.0,45.25,ready
29.38,78.49,12398.0,39.89,ready
28.57,72.54,11901.0,53.07,open
26.21,82.9,8845.0,32.7,closed
28.26,87.64,13102.0,34.3,ready
27.54,80.36,13068.0,43.55,ready
31.7,75.27,14883.0,32.01,ready
29.47,76.55,14032.0,40.22,ready
29.1,67.5,9613.0,54.51,closed
28.71,77.14,13336.0,43.41,ready
28.89,84.51,10080.0,44.48,open
28.08,71.56,8839.0,46.31,closed
29.15,81.49,9684.0,52.55,closed
25.98,75.31,14107.0,42.2,ready
30.86,73.26,14224.0,49.39,ready
30.65,75.34,11285.0,43.98,open
29.13,75.76,12381.0,45.26,ready
26.22,86.44,10986.0,48.26,open
25.78,74.64,14525.0,35.58,ready
28.65,72.16,11345.0,47.69,open
24.7,88.51,13227.0,45.15,ready
29.24,71.2,11006.0,54.51,open
28.87,73.37,14138.0,42.09,ready
25.03,71.52,10353.0,46.33,open
24.68,88.68,11269.0,47.93,open
30.73,79.3,10762.0,31.27,open
31.94,72.28,11048.0,32.06,open
24.96,61.09,9549.0,35.65,closed
30.36,75.74,14193.0,32.4,ready
31.61,86.02,12923.0,41.68,ready
29.32,79.67,13296.0,53.07,ready
29.37,84.85,13371.0,48.61,ready
26.0,60.61,11178.0,53.99,open
30.27,72.65,8851.0,51.56,closed
27.02,75.4,10168.0,42.1,open
26.95,85.31,12575.0,38.1,ready
30.52,84.3,13698.0,50.75,ready
24.34,87.74,10815.0,52.21,open
25.75,75.08,13916.0,40.98,ready
24.53,80.89,10373.0,47.31,open
30.69,72.0,13485.0,49.22,ready
27.06,75.93,14982.0,42.6,ready
25.99,65.15,14712.0,48.1,open
29.92,86.86,11634.0,36.78,open
28.8,69.09,14529.0,47.05,open
28.17,89.9,11418.0,49.62,open
31.24,69.63,12271.0,37.94,open
28.2,88.71,9459.0,43.75,closed
25.27,67.22,9089.0,41.78,closed
24.08,67.28,11617.0,35.3,open
26.99,85.83,10141.0,31.47,open
26.5,85.36,9481.0,47.83,closed
31.4,64.01,10715.0,49.37,open
30.5,60.65,12471.0,35.68,open
29.65,89.17,14881.0,53.29,ready
29.99,73.63,9866.0,31.38,closed
24.53,88.37,13415.0,35.7,ready
26.7,60.48,11222.0,30.72,open
25.34,60.18,11106.0,34.57,open
28.88,87.05,8586.0,45.78,closed
26.71,79.18,10680.0,48.83,open
25.73,76.35,14977.0,54.34,ready
24.84,69.98,12748.0,43.07,open
27.74,89.28,12388.0,34.51,ready
28.32,75.36,13376.0,48.55,ready
29.55,83.19,13856.0,38.15,ready
30.43,60.54,10832.0,54.36,open
27.89,87.62,13595.0,42.88,ready
30.89,69.67,13499.0,52.38,open
28.1,60.63,11592.0,48.73,open
28.96,78.92,9279.0,46.63,closed
26.16,69.52,13546.0,36.18,open
27.28,71.0,9828.0,31.75,closed
31.83,61.56,12298.0,54.27,open
26.0,83.42,14962.0,47.12,ready
30.25,77.98,9740.0,31.15,closed
28.24,88.15,9194.0,35.35,closed
29.06,78.9,11327.0,52.3,open
24.93,64.56,12817.0,47.96,open
25.35,76.88,13853.0,47.12,ready
30.42,85.29,11458.0,31.71,open
24.07,87.18,10989.0,51.22,open
31.44,78.02,12931.0,52.58,ready
29.42,84.69,14971.0,53.46,ready
25.76,61.21,12311.0,40.49,open
25.13,84.48,10544.0,41.31,open
26.85,74.88,9187.0,36.73,closed
24.87,88.39,14877.0,47.04,ready
31.09,76.67,8661.0,32.9,closed
26.38,85.6,8294.0,47.41,closed
28.33,62.35,8660.0,50.54,closed
27.33,79.89,13182.0,36.28,ready
25.63,75.31,9641.0,33.29,closed
27.18,86.11,14869.0,30.77,ready
27.46,82.36,11469.0,31.39,open
27.7,73.14,13867.0,45.22,ready
25.72,85.5,12679.0,42.79,ready
30.61,86.89,10821.0,38.96,open
24.96,64.15,14785.0,42.46,open
25.36,82.5,12568.0,45.42,ready
31.07,60.25,12754.0,54.09,open
25.49,61.34,9437.0,40.48,closed
25.5,65.92,8142.0,31.58,closed
28.02,77.55,11399.0,30.13,open
26.19,62.01,9322.0,32.78,closed
31.93,77.63,14546.0,48.76,ready
28.92,61.97,13614.0,37.27,open
25.06,75.51,10909.0,32.06,open
26.42,72.33,11545.0,52.05,open
24.5,86.34,10129.0,48.28,open
31.1,77.97,10200.0,38.19,open
31.83,61.34,10801.0,40.77,open
27.61,70.07,13401.0,53.81,ready
25.82,82.83,12248.0,53.67,ready
29.79,62.09,9207.0,45.73,closed
26.13,84.84,9002.0,31.17,closed
24.15,70.41,14331.0,45.61,ready
31.06,69.74,12692.0,40.25,open
25.02,87.86,13619.0,32.78,ready
26.26,65.94,14719.0,34.16,open
30.57,89.21,10839.0,35.17,open
24.57,80.72,11696.0,48.83,open
31.41,89.47,14313.0,46.5,ready
27.34,87.6,8978.0,54.39,closed
27.27,88.52,10401.0,39.69,open
29.81,73.92,9915.0,34.65,closed
28.61,68.15,8468.0,44.22,closed
25.63,81.42,10482.0,42.34,open
29.82,72.88,9930.0,37.42,closed
24.82,60.66,12699.0,33.52,open
26.43,61.26,12372.0,52.65,open
31.57,77.65,10580.0,38.54,open
29.38,74.73,10928.0,42.07,open
26.76,75.57,12420.0,41.61,ready
28.62,78.31,14593.0,47.13,ready
31.87,72.48,9302.0,50.72,closed
30.18,65.29,13906.0,45.45,open
26.49,72.14,9882.0,49.09,closed
27.22,63.71,13111.0,34.22,open
30.48,63.1,11767.0,31.11,open
24.05,86.17,12062.0,55.0,ready
30.63,63.58,12573.0,39.86,open
30.98,83.14,11275.0,32.49,open
26.77,83.48,9447.0,53.3,closed
25.61,65.01,9239.0,39.83,closed
30.17,78.43,9419.0,31.08,closed
26.3,67.17,11726.0,31.58,open
27.08,88.92,8544.0,51.41,closed
31.81,62.44,14616.0,52.65,open
28.42,70.43,9704.0,30.29,closed
24.33,81.46,11317.0,35.04,open
27.29,85.97,12370.0,54.22,ready
29.79,71.28,13430.0,48.66,ready
31.78,63.91,12021.0,39.87,open
30.12,62.15,10425.0,43.12,open
27.59,81.44,11378.0,37.56,open
26.09,61.16,12580.0,50.32,open
25.23,73.08,11409.0,31.99,open
29.75,81.52,8982.0,45.92,closed
29.52,78.46,10966.0,46.87,open
29.29,83.08,13722.0,42.93,ready
30.46,61.16,14987.0,54.03,open
30.29,73.42,14973.0,43.92,ready
24.95,78.14,8129.0,42.49,closed
28.91,82.79,14335.0,44.3,ready
25.7,76.62,8774.0,47.99,closed
27.54,83.85,9690.0,37.97,closed
24.37,63.64,12706.0,39.16,open
29.19,65.44,8436.0,40.8,closed
29.55,79.57,14713.0,32.47,ready
31.18,61.91,13339.0,52.82,open
27.35,76.01,9051.0,30.35,closed
29.16,61.15,13820.0,40.97,open
26.97,73.42,11853.0,43.41,open
28.58,67.44,8057.0,54.77,closed
31.32,86.6,12025.0,52.54,ready
25.08,74.61,8281.0,45.27,closed
28.67,77.38,11700.0,40.19,open
28.67,69.51,14380.0,37.35,open
27.63,86.21,14609.0,47.98,ready
25.15,88.13,14902.0,43.92,ready
25.08,70.67,14490.0,42.04,ready
24.27,83.4,11850.0,41.54,open
28.79,88.46,9360.0,51.73,closed
27.95,73.29,8906.0,39.28,closed
25.25,86.09,11336.0,34.64,open
27.19,81.96,8900.0,44.37,closed
31.44,64.33,11076.0,49.04,open
24.75,85.6,12675.0,34.52,ready
27.2,70.02,10916.0,54.97,open
24.96,62.99,12368.0,52.78,open
27.9,61.4,8706.0,47.85,closed
30.04,78.84,11724.0,47.19,open
30.13,63.02,9903.0,33.47,closed
26.77,68.21,14624.0,39.0,open
31.46,68.37,8598.0,36.59,closed
28.83,77.81,8273.0,48.49,closed
31.18,85.73,12556.0,51.93,ready
29.57,68.46,8249.0,33.62,closed
31.37,68.44,13832.0,47.88,open
30.7,68.85,9645.0,39.32,closed
24.41,74.3,10529.0,43.18,open
24.46,77.71,8173.0,37.98,closed
28.42,81.75,10714.0,35.73,open
27.43,76.82,10628.0,38.96,open
24.1,72.52,13982.0,44.41,ready
28.24,63.24,10792.0,39.67,open
24.72,88.97,10307.0,36.2,open
31.61,85.42,9645.0,33.94,closed
24.79,69.49,8737.0,31.77,closed
30.11,68.56,12265.0,50.55,open
24.63,77.9,11736.0,44.3,open
31.94,60.03,12587.0,47.75,open
29.37,75.73,9302.0,51.08,closed
29.56,71.51,10806.0,42.76,open
26.28,88.8,13351.0,38.15,ready
30.95,85.75,10524.0,45.75,open
24.03,80.13,13599.0,31.34,ready
30.97,77.63,8720.0,32.43,closed
25.97,71.58,13068.0,42.5,ready
25.46,66.99,13275.0,53.13,open
25.76,69.59,8724.0,38.3,closed
25.14,87.33,14220.0,35.19,ready
26.44,67.01,9945.0,54.38,closed
31.25,68.39,14201.0,45.23,open
28.19,65.82,13996.0,47.47,open
29.52,69.59,13115.0,51.12,open
31.84,87.95,11178.0,44.79,open
29.23,75.51,14969.0,46.27,ready
26.21,75.12,13356.0,42.55,ready
25.09,67.91,8637.0,49.95,closed
26.25,61.65,8417.0,52.47,closed
30.04,68.25,10168.0,53.0,open
24.24,87.2,14902.0,31.87,ready
28.86,74.47,8982.0,45.34,closed
25.5,79.38,9703.0,52.59,closed
28.43,66.89,8455.0,37.14,closed
29.06,74.66,11431.0,48.66,open
28.69,89.32,10639.0,53.18,open
27.87,78.8,10639.0,40.97,open
31.66,79.78,14025.0,33.23,ready
27.27,68.36,11345.0,30.54,open
30.42,87.98,14940.0,45.89,ready
31.49,73.28,9384.0,45.78,closed
29.3,60.56,10863.0,33.31,open
27.65,87.9,13153.0,32.5,ready
24.59,69.88,10063.0,48.4,open
28.62,84.61,14019.0,35.93,ready
30.71,81.21,11107.0,45.28,open
28.18,69.12,10488.0,34.58,open
24.89,66.43,10006.0,51.3,open
24.4,63.4,12747.0,43.84,open
25.62,87.55,13059.0,45.77,ready
28.98,82.0,14510.0,49.25,ready
30.12,62.18,12574.0,42.29,open
24.96,64.75,14155.0,40.39,open
25.3,76.15,13748.0,52.95,ready
24.32,81.89,9224.0,33.99,closed
28.37,79.31,9284.0,49.02,closed
24.46,73.34,13467.0,53.38,ready
26.98,87.44,8086.0,52.66,closed
28.79,73.4,8345.0,46.09,closed
28.85,89.4,9971.0,52.38,closed
30.02,69.62,11915.0,38.89,open
27.18,81.58,9416.0,52.44,closed
31.38,71.18,8412.0,37.43,closed
31.32,75.06,11329.0,41.84,open
30.2,84.16,11221.0,49.4,open
31.34,67.42,12597.0,32.94,open
26.55,81.6,13818.0,36.34,ready
30.0,86.72,10799.0,45.18,open
30.33,65.77,9312.0,38.05,closed
28.08,70.12,9348.0,30.8,closed
28.76,84.0,12016.0,45.48,ready
30.83,72.45,12658.0,42.64,ready
29.16,67.06,8612.0,33.16,closed
25.98,86.31,8632.0,46.35,closed
28.38,63.57,12911.0,37.97,open
28.09,65.6,9539.0,54.44,closed
30.57,77.31,12569.0,35.6,ready
24.35,61.83,13641.0,45.34,open
31.51,63.14,12751.0,40.04,open
29.65,60.91,11192.0,47.52,open
28.37,60.91,8485.0,49.62,closed
26.14,83.49,8142.0,41.97,closed
31.71,73.71,14889.0,49.98,ready
26.79,80.3,14808.0,30.01,ready
30.66,76.06,14495.0,54.61,ready
25.92,66.05,9682.0,51.27,closed
31.77,62.98,11391.0,41.03,open
28.88,73.93,10735.0,36.06,open
28.83,81.43,11791.0,31.42,open
29.39,75.89,13501.0,39.82,ready
27.18,87.41,9918.0,31.49,closed
28.16,85.4,12602.0,40.23,ready
26.48,73.66,14073.0,48.14,ready
24.2,65.52,14626.0,44.39,open
26.24,67.58,14288.0,42.86,open
25.44,75.11,10446.0,40.8,open
30.53,65.35,10985.0,44.02,open
24.46,77.49,8167.0,53.76,closed
27.04,62.54,11805.0,35.98,open
29.41,67.87,11874.0,50.81,open
30.91,79.33,11704.0,32.72,open
27.75,71.73,10592.0,30.55,open
24.06,89.35,14239.0,45.23,ready
27.04,66.65,9895.0,37.4,closed
31.22,61.38,8779.0,48.22,closed
26.29,83.33,10968.0,52.46,open
28.38,65.67,14281.0,32.14,open
24.32,81.29,14039.0,33.09,ready
24.28,85.56,13641.0,43.41,ready
25.32,64.65,14044.0,48.69,open
31.88,67.45,9462.0,52.21,closed
28.49,78.31,12084.0,31.57,ready
27.94,75.06,8611.0,52.33,closed
29.84,87.82,11776.0,34.11,open
25.32,65.39,8146.0,37.43,closed
24.09,81.13,13424.0,44.14,ready
27.6,88.31,12364.0,42.51,ready
28.24,84.33,10033.0,31.98,open
27.32,77.95,13139.0,37.11,ready
31.31,66.36,9387.0,34.32,closed
31.54,88.91,8276.0,49.27,closed
25.83,83.0,10237.0,44.58,open
30.41,71.02,8996.0,33.73,closed
31.78,77.5,12948.0,33.69,ready
26.16,85.7,8509.0,47.7,closed
27.71,75.26,11589.0,37.18,open
28.83,67.65,13523.0,31.89,open
26.01,74.68,8282.0,51.44,closed
29.71,82.7,11886.0,40.71,open
30.64,65.65,9996.0,30.49,closed
31.75,66.41,14552.0,30.78,open
27.02,86.7,10924.0,42.77,open
28.45,63.68,12934.0,34.66,open
26.88,60.66,12740.0,47.28,open
24.32,73.71,11148.0,42.03,open
30.2,67.91,13341.0,47.12,open
27.67,79.36,9799.0,53.29,closed
30.32,63.95,8258.0,45.36,closed
28.77,66.45,14528.0,30.61,open
29.06,84.18,9783.0,47.77,closed
25.5,60.11,14270.0,39.05,open
25.65,60.01,11546.0,47.66,open
24.37,78.68,10925.0,49.84,open
25.3,65.45,11022.0,51.11,open
29.57,71.17,14517.0,39.16,ready
24.14,73.82,8319.0,51.89,closed
28.67,60.35,8245.0,34.78,closed
25.87,88.1,8234.0,35.03,closed
31.43,77.46,14769.0,34.73,ready
25.0,77.98,13367.0,51.63,ready
24.45,71.29,10232.0,47.05,open
26.01,73.47,14403.0,46.24,ready
31.04,70.8,9504.0,40.13,closed
30.31,78.77,14948.0,34.88,ready
27.81,67.57,9021.0,37.82,closed
29.45,87.21,8813.0,43.74,closed
24.62,88.99,9173.0,33.68,closed
