time,temperature,humidity,light_intensity,soil_ph,pollinate
10:10,24.6,61.4,4926,5.5,no
15:40,20.9,74.6,6546,7.2,no
07:10,27.8,74.5,5624,6.4,yes
06:20,26.9,72.7,4467,6.5,yes
07:20,34.0,65.1,11223,6.5,no
06:40,26.4,77.1,4057,6.2,yes
12:10,28.8,87.6,5643,5.8,no
18:30,32.3,60.3,7500,6.9,no
16:40,24.2,89.9,4551,7.3,no
07:30,27.4,72.9,4795,6.8,yes
06:10,27.0,70.6,6630,6.2,yes
19:20,30.7,86.6,6774,7.0,no
08:50,25.7,89.3,3693,6.3,no
18:10,26.9,84.4,1717,5.5,no
06:10,24.1,64.7,10705,5.5,no
06:00,27.2,77.2,6943,6.1,yes
07:50,25.6,79.8,7041,6.2,yes
06:50,26.8,77.0,5237,6.2,yes
16:10,32.0,71.2,7574,5.8,no
05:20,21.7,88.8,4400,6.0,no
07:50,28.0,78.2,6630,6.2,yes
07:00,25.9,74.3,5894,6.6,yes
07:30,27.2,72.0,6601,6.5,yes
07:00,25.7,78.7,4312,6.2,yes
06:00,26.1,72.6,6381,6.2,yes
20:40,30.0,70.0,9062,6.5,no
09:20,28.9,52.6,11781,7.0,no
02:00,25.4,55.2,6060,7.0,no
06:10,27.3,63.3,1351,6.2,no
22:40,24.3,71.6,3119,5.4,no
08:30,32.5,70.5,3088,6.1,no
07:40,26.5,71.0,4011,6.8,yes
10:50,22.4,82.7,6722,5.9,no
10:50,23.7,69.0,10043,6.5,no
06:00,25.9,73.5,4114,6.3,yes
18:20,20.8,87.7,10946,6.3,no
06:40,26.9,77.4,7372,6.2,yes
03:50,25.0,67.1,11318,7.3,no
05:00,21.5,75.8,4332,6.0,no
06:20,25.4,70.9,7565,6.0,yes
07:50,27.2,79.0,7464,6.3,yes
08:00,29.9,88.8,1981,6.8,no
10:40,32.8,85.6,7589,6.9,no
09:30,20.2,68.3,1691,6.8,no
02:20,27.2,83.0,7498,6.7,no
07:20,27.1,76.1,5697,6.6,yes
16:00,27.8,83.3,2310,5.6,no
07:40,25.7,71.8,7615,6.1,yes
06:20,27.7,71.0,7749,6.6,yes
07:30,27.8,77.3,4657,6.5,yes
07:40,27.7,71.9,6966,6.3,yes
06:00,27.9,72.6,4935,6.3,yes
06:30,26.9,75.1,5167,6.6,yes
13:30,26.3,64.0,6320,6.8,no
06:00,25.5,71.3,7928,6.7,yes
07:50,25.7,77.3,6859,6.5,yes
07:20,25.7,71.7,4547,6.6,yes
07:00,28.1,82.0,9881,5.9,no
02:30,24.0,55.7,1549,7.5,no
18:50,21.5,60.9,5962,5.3,no
15:20,33.9,77.9,10605,5.4,no
07:10,25.9,77.0,4162,6.1,yes
06:10,25.9,71.3,5889,6.4,yes
01:20,30.8,51.0,5804,5.8,no
07:20,26.7,77.7,4208,6.1,yes
09:30,27.1,67.4,5533,5.2,no
02:20,30.7,72.4,11438,6.9,no
06:20,27.6,73.2,4850,6.2,yes
06:00,27.1,77.2,6867,6.3,yes
18:30,31.0,74.4,4352,5.9,no
06:20,26.2,70.7,7230,6.3,yes
14:50,33.8,84.3,4311,5.3,no
02:00,29.3,88.0,6525,6.3,no
06:50,25.2,71.4,6474,6.2,yes
23:10,29.6,55.6,11529,5.1,no
07:00,27.5,75.2,7040,6.4,yes
07:50,25.9,76.1,4894,6.6,yes
07:10,27.6,75.3,4967,6.7,yes
06:00,25.5,74.8,7413,6.8,yes
06:30,25.9,72.1,4318,6.2,yes
06:40,25.4,76.0,7103,6.6,yes
14:30,25.5,52.1,9825,6.5,no
04:20,23.3,51.6,5808,5.4,no
07:20,27.9,77.2,4956,6.5,yes
06:40,26.7,76.4,4104,6.7,yes
16:20,34.6,52.2,2996,6.9,no
07:30,26.4,78.0,7998,6.7,yes
10:30,32.3,89.0,5331,5.5,no
06:40,25.6,72.4,6796,6.3,yes
07:00,25.4,71.2,5551,6.1,yes
07:30,27.9,79.0,6680,6.2,yes
07:40,23.2,69.1,6993,6.0,no
07:30,25.1,73.9,4759,6.3,yes
06:40,25.1,77.7,5523,6.7,yes
09:00,28.8,64.6,6117,7.2,no
06:50,26.2,76.9,5510,6.5,yes
07:20,25.0,77.6,6653,6.1,yes
14:30,27.5,53.5,11319,5.5,no
08:50,29.1,57.8,5411,5.7,no
07:30,25.9,75.9,5561,6.0,yes
07:00,25.5,77.0,5934,6.3,yes
22:00,33.3,51.4,5229,6.0,no
06:10,24.0,86.9,4863,5.2,no
