temperature_c,humidity_pct,light_lux,soil_moisture_pct,time_of_day,flower_gender,flower_stage,flower_age_hours,wind_speed_mps,readiness
23.64,68.33,43401.0,78.6,early_morning,female,closed,0,0.64,0
30.79,60.5,34009.8,71.62,morning,male,partially_open,4,2.27,0
26.23,59.67,25027.8,43.54,noon,female,fully_open,9,3.29,0
30.92,69.32,25157.4,51.37,noon,male,wilting,7,0.15,0
22.91,85.47,49332.6,41.92,early_morning,male,partially_open,5,1.98,0
24.27,65.13,9844.4,30.21,afternoon,male,fully_open,2,1.58,0
33.12,79.99,54435.2,39.4,early_morning,female,closed,6,0.85,0
24.95,53.87,39225.6,30.2,noon,male,partially_open,2,1.51,0
32.88,69.04,40013.5,65.99,afternoon,male,fully_open,4,3.93,0
25.63,89.67,9785.9,51.28,afternoon,male,wilting,6,2.89,0
30.36,80.82,36459.9,45.63,noon,female,partially_open,1,1.2,0
31.02,58.42,30784.6,68.09,early_morning,female,wilting,9,2.42,0
28.66,70.06,12971.6,71.62,early_morning,female,partially_open,3,0.99,0
25.97,59.34,21062.3,78.76,early_morning,male,closed,1,2.44,0
24.76,66.38,49844.8,62.1,morning,female,closed,6,3.58,0
22.43,81.2,33849.5,53.08,morning,female,closed,2,2.23,0
25.95,80.85,27430.6,45.26,afternoon,male,wilting,8,2.93,0
30.49,59.12,11416.1,41.12,early_morning,male,closed,5,1.81,0
34.2,86.89,41563.7,40.65,morning,male,wilting,0,2.1,0
33.33,73.7,41034.0,50.46,afternoon,male,wilting,9,2.78,0
31.96,65.2,36860.0,79.59,noon,female,wilting,7,3.25,0
32.25,70.08,31982.3,30.04,noon,female,closed,6,2.64,0
30.64,74.2,28387.9,39.86,early_morning,female,fully_open,0,3.91,0
25.38,72.4,35883.7,39.42,noon,male,wilting,2,3.28,0
33.79,69.46,18969.6,65.86,noon,male,fully_open,2,3.11,0
30.72,70.2,52239.2,47.62,noon,male,wilting,2,3.38,0
29.29,57.06,35673.3,52.86,afternoon,male,closed,6,1.12,0
23.44,82.51,22626.0,37.43,noon,female,closed,5,1.73,0
27.81,71.67,29135.0,50.25,noon,male,closed,1,2.26,0
27.98,55.24,45867.2,35.16,afternoon,female,partially_open,4,1.85,0
33.24,80.65,15596.0,56.65,morning,female,closed,5,3.39,0
29.11,87.3,21763.3,34.9,afternoon,female,fully_open,1,0.11,0
26.95,87.89,39936.9,69.53,morning,male,wilting,0,0.84,0
34.7,64.76,22828.0,58.33,afternoon,female,fully_open,3,3.53,0
23.44,55.42,45247.6,66.2,early_morning,female,partially_open,3,0.24,0
27.49,70.74,14131.3,50.93,noon,female,fully_open,3,0.91,0
22.55,54.5,43846.3,49.07,morning,female,wilting,0,1.41,0
31.62,87.36,11212.5,34.91,afternoon,female,wilting,2,3.0,0
33.93,57.34,8591.9,56.19,morning,male,closed,6,2.24,0
25.64,60.11,50216.5,55.73,morning,female,partially_open,3,3.82,0
33.16,66.27,35322.9,53.41,noon,female,partially_open,1,0.91,0
25.8,65.33,24535.9,67.03,morning,female,fully_open,7,3.49,1
33.84,81.79,18931.9,71.63,afternoon,female,closed,0,1.13,0
31.8,68.25,36993.6,67.54,early_morning,male,closed,8,0.98,0
32.46,56.83,31923.1,37.19,early_morning,male,closed,4,1.99,0
22.23,60.69,54605.1,61.1,noon,male,wilting,1,0.28,0
34.52,70.36,54211.2,34.02,afternoon,male,partially_open,3,1.54,0
31.45,55.9,37846.2,64.73,afternoon,male,fully_open,2,1.42,0
25.96,74.47,28814.9,49.09,early_morning,male,fully_open,6,0.64,0
32.78,72.63,31083.6,36.62,afternoon,male,fully_open,5,3.44,0
25.66,78.59,40076.5,73.1,morning,female,closed,8,1.54,0
33.35,87.51,12774.0,60.7,noon,male,partially_open,3,3.93,0
23.46,86.49,23432.5,47.74,early_morning,male,partially_open,2,3.6,0
31.15,87.84,11537.8,31.54,noon,male,wilting,6,0.78,0
29.03,59.79,11448.0,56.87,morning,male,wilting,5,2.02,0
23.25,55.26,17204.4,76.16,early_morning,male,wilting,4,2.41,0
25.14,62.09,30806.9,59.82,afternoon,male,fully_open,9,3.28,0
22.16,85.8,44884.4,78.58,afternoon,female,fully_open,6,3.54,0
28.09,88.88,30818.3,36.82,morning,male,partially_open,4,2.5,0
25.92,84.37,23767.4,58.42,early_morning,female,wilting,8,0.14,0
29.78,54.4,11870.6,69.91,noon,female,fully_open,3,1.93,0
25.86,87.9,33863.9,56.28,early_morning,female,wilting,0,3.54,0
25.9,66.93,20749.6,34.55,afternoon,male,wilting,9,2.86,0
31.66,50.37,36901.9,59.14,early_morning,male,partially_open,4,3.48,0
22.63,67.7,53927.8,60.59,early_morning,male,partially_open,0,2.7,0
33.74,51.84,13231.8,66.44,afternoon,male,fully_open,0,0.18,0
33.08,71.76,17969.9,68.06,afternoon,male,partially_open,0,3.87,0
30.68,63.54,30235.4,68.54,noon,female,wilting,0,3.67,0
29.71,68.94,53524.8,63.17,early_morning,male,partially_open,7,0.51,0
33.6,74.53,44275.1,40.79,afternoon,male,wilting,1,0.45,0
24.41,84.75,50216.8,50.21,morning,male,wilting,8,2.16,0
23.03,76.48,23684.6,68.81,afternoon,female,fully_open,6,3.03,0
25.11,67.36,54625.8,77.67,noon,female,fully_open,2,1.53,0
32.33,82.78,12833.1,33.95,noon,male,fully_open,8,0.55,0
22.45,86.22,10489.7,56.78,morning,male,wilting,3,2.04,0
29.58,54.79,48213.3,45.63,noon,male,partially_open,6,1.35,0
34.94,71.28,51581.4,41.27,early_morning,female,fully_open,2,1.41,0
33.12,61.38,12257.5,55.29,noon,female,fully_open,4,2.58,0
28.78,51.88,13331.1,60.3,morning,female,partially_open,3,3.54,0
22.83,76.74,9559.2,30.49,noon,male,partially_open,5,2.23,0
32.81,84.51,12911.9,69.01,morning,female,fully_open,8,2.75,0
29.79,56.52,17842.7,70.99,noon,female,wilting,4,2.64,0
23.49,82.5,53593.6,78.28,afternoon,female,wilting,0,2.2,0
23.22,84.14,39389.4,39.03,morning,male,fully_open,4,1.24,0
33.83,86.57,44592.0,59.73,noon,male,partially_open,4,1.51,0
30.7,60.61,44478.6,51.33,early_morning,male,wilting,8,1.26,0
32.78,86.16,33148.5,46.74,morning,male,partially_open,7,3.67,0
33.43,62.83,45482.0,58.28,morning,female,closed,4,3.31,0
29.43,72.09,36003.0,69.12,noon,female,partially_open,4,2.32,0
28.73,52.02,22783.7,31.15,afternoon,male,partially_open,1,3.65,0
27.6,51.76,34372.2,78.47,afternoon,male,closed,8,3.55,0
26.12,78.81,33074.9,70.49,noon,male,wilting,3,3.71,0
27.65,67.78,46702.3,67.56,noon,female,wilting,6,0.89,0
32.06,60.25,54141.2,68.02,early_morning,male,wilting,9,2.87,0
29.83,57.62,27319.0,49.45,noon,male,fully_open,5,2.44,0
33.6,76.8,43879.4,67.58,morning,male,closed,4,2.94,0
27.76,50.02,12688.9,49.34,noon,male,partially_open,4,1.05,0
29.89,82.24,44511.1,74.94,early_morning,female,closed,6,2.78,0
30.21,53.17,25456.6,38.86,noon,female,closed,1,1.64,0
29.69,57.66,9851.3,44.62,noon,male,closed,8,3.34,0
31.13,65.45,25072.6,57.57,morning,female,closed,1,3.18,0
25.09,69.39,36700.2,45.96,afternoon,male,closed,8,0.85,0
28.66,64.2,13604.8,51.21,noon,female,closed,3,0.74,0
23.35,62.83,51429.6,54.62,early_morning,male,fully_open,9,2.87,0
27.0,88.56,11650.6,72.82,noon,male,closed,9,2.2,0
28.34,75.66,51710.3,56.16,noon,male,closed,5,2.23,0
30.48,50.94,41235.5,48.12,morning,male,wilting,0,3.01,0
34.36,67.21,23496.5,42.39,afternoon,male,closed,4,3.42,0
29.81,85.0,26365.3,50.43,afternoon,female,closed,5,0.96,0
31.67,62.06,42818.0,55.79,afternoon,female,wilting,8,2.22,0
28.58,53.78,36269.1,67.31,noon,male,wilting,8,3.32,0
30.24,80.34,39567.2,36.05,morning,female,wilting,8,3.49,0
22.92,74.24,26290.7,41.08,morning,male,partially_open,2,1.15,0
25.31,72.81,30927.2,48.98,noon,female,closed,3,0.42,0
26.7,52.14,54523.8,48.02,morning,male,closed,7,0.93,0
28.14,55.62,18054.4,49.59,afternoon,female,closed,7,3.78,0
22.59,74.9,27639.2,69.68,morning,male,wilting,1,1.85,0
23.82,58.31,21715.7,46.21,noon,male,fully_open,7,1.67,0
25.6,70.16,43960.2,55.09,noon,male,closed,6,0.05,0
34.63,71.8,43908.6,61.2,early_morning,male,wilting,8,0.2,0
26.31,61.34,21744.9,41.61,early_morning,female,wilting,4,2.67,0
28.27,87.94,11825.3,65.93,morning,male,wilting,1,2.36,0
24.55,83.7,8537.3,57.36,morning,male,partially_open,4,2.3,0
29.94,78.89,28090.2,52.34,noon,male,wilting,1,0.44,0
25.65,53.12,27285.9,70.49,early_morning,male,fully_open,4,1.41,0
24.69,54.25,54454.3,42.17,early_morning,female,partially_open,8,3.25,0
28.72,69.71,30080.7,74.16,afternoon,male,wilting,6,0.7,0
22.07,56.43,20051.7,58.05,afternoon,female,fully_open,6,3.53,0
22.1,89.13,49887.8,60.46,noon,male,fully_open,0,0.49,0
24.85,56.34,31080.2,73.75,noon,female,closed,8,0.68,0
22.48,69.5,36161.3,70.88,noon,female,wilting,5,1.91,0
23.4,64.56,12496.4,60.08,noon,female,wilting,6,3.78,0
26.41,75.58,25997.1,67.66,early_morning,female,closed,1,1.32,0
32.43,55.16,52378.5,51.67,noon,male,fully_open,0,2.63,0
29.44,67.21,35706.8,57.37,noon,female,wilting,3,2.35,0
28.66,60.99,24191.6,33.1,early_morning,female,closed,8,0.6,0
25.82,85.51,37406.4,34.49,afternoon,female,closed,8,0.99,0
34.11,51.62,50789.3,71.47,noon,female,fully_open,2,3.72,0
27.16,86.55,20877.6,32.98,afternoon,female,fully_open,0,0.74,0
23.13,83.32,31740.5,38.47,early_morning,male,wilting,1,2.78,0
30.02,61.9,53058.5,69.79,afternoon,male,wilting,8,3.86,0
23.48,81.57,16102.6,30.06,early_morning,male,partially_open,8,0.48,0
26.49,51.25,41824.2,44.12,noon,female,fully_open,0,1.6,0
28.6,88.67,36880.6,59.2,afternoon,male,partially_open,8,0.9,0
33.36,71.06,39944.7,59.77,noon,male,partially_open,0,0.89,0
28.42,62.13,24507.3,68.86,morning,male,closed,9,0.48,0
31.13,64.5,22752.3,55.3,morning,male,closed,3,2.6,0
34.91,52.66,40157.9,55.47,afternoon,female,wilting,4,2.99,0
23.71,89.57,18130.5,66.27,early_morning,female,fully_open,7,2.71,0
25.57,51.57,27723.8,54.93,afternoon,male,fully_open,4,3.7,0
27.13,76.2,16844.2,60.42,early_morning,male,partially_open,4,0.58,0
27.48,67.71,8390.3,74.89,morning,male,partially_open,3,1.28,0
27.34,87.96,53592.7,50.07,early_morning,male,wilting,8,1.38,0
33.8,59.84,28290.0,49.26,morning,male,closed,7,0.93,0
31.28,71.28,53559.4,30.18,afternoon,male,fully_open,8,0.57,0
29.9,69.29,14595.2,60.67,noon,male,fully_open,6,1.95,0
26.02,78.11,35606.2,31.49,noon,male,fully_open,6,3.34,0
32.71,52.72,17445.8,55.21,noon,female,fully_open,4,3.82,0
34.42,57.75,45133.5,70.21,early_morning,male,closed,9,0.52,0
32.68,58.58,44834.0,57.5,noon,male,wilting,0,3.29,0
22.02,79.53,13292.5,43.48,early_morning,male,wilting,5,3.3,0
30.27,57.57,50867.0,69.31,noon,female,closed,9,1.56,0
22.66,72.94,17147.6,43.49,early_morning,male,wilting,5,0.44,0
25.35,58.61,36809.9,66.65,early_morning,male,wilting,9,3.96,0
22.77,84.46,54324.8,60.51,morning,male,partially_open,3,2.62,0
29.85,87.69,49472.6,38.5,morning,female,closed,1,3.93,0
30.93,70.74,52958.5,75.26,afternoon,female,wilting,0,1.93,0
23.49,64.09,24102.1,40.03,morning,female,partially_open,2,1.58,0
26.99,59.36,12962.1,79.48,early_morning,male,closed,8,0.99,0
27.93,51.99,16852.3,30.37,morning,female,closed,0,3.93,0
26.8,60.74,31523.3,43.17,morning,female,fully_open,4,1.01,1
23.57,76.17,45281.8,39.99,morning,male,partially_open,9,0.1,0
27.45,71.34,15057.2,30.7,early_morning,female,partially_open,5,2.05,0
31.77,87.76,39007.4,66.62,early_morning,male,partially_open,8,1.51,0
22.92,65.85,23208.1,64.67,afternoon,male,closed,0,1.05,0
23.04,77.75,24036.5,69.62,morning,female,fully_open,4,2.54,0
26.61,69.57,39110.1,42.83,morning,female,closed,0,1.46,0
34.24,70.5,29949.0,52.22,early_morning,male,wilting,1,1.61,0
30.69,60.71,46165.6,62.96,afternoon,male,wilting,1,0.09,0
30.82,68.2,15328.2,51.99,afternoon,female,wilting,4,2.36,0
26.7,68.83,45127.6,64.87,early_morning,male,fully_open,9,0.49,0
29.72,78.27,11019.1,61.7,morning,male,closed,3,0.86,0
22.13,87.63,17120.5,35.73,afternoon,male,partially_open,5,2.87,0
30.27,63.17,38839.0,69.05,afternoon,female,wilting,4,1.25,0
33.87,51.69,48181.5,66.03,morning,female,wilting,1,0.65,0
29.96,69.85,19875.9,62.79,afternoon,male,closed,8,2.31,0
33.36,71.78,23378.0,37.75,morning,male,partially_open,9,0.86,0
31.41,56.74,33244.7,43.4,afternoon,male,fully_open,7,1.08,0
23.57,80.42,17943.9,49.66,afternoon,male,wilting,8,2.49,0
33.73,89.4,46124.3,44.0,early_morning,female,wilting,5,2.96,0
22.86,87.83,44360.9,41.39,afternoon,male,wilting,4,2.96,0
28.94,57.88,14828.7,70.27,morning,male,partially_open,4,1.93,0
23.85,85.01,29800.0,61.91,afternoon,female,wilting,1,1.82,0
22.15,78.18,44416.9,58.27,early_morning,male,partially_open,3,3.15,0
27.49,68.15,23854.5,41.3,afternoon,male,wilting,1,0.77,0
25.84,71.62,37756.0,75.9,noon,male,wilting,1,0.61,0
28.32,83.98,10360.0,39.56,morning,female,partially_open,7,2.66,0
29.5,69.21,36608.4,69.75,noon,male,partially_open,3,1.64,0
22.57,64.93,15174.7,78.33,early_morning,male,fully_open,3,2.84,0
23.6,69.73,47037.4,66.35,noon,male,closed,6,1.03,0
29.26,73.17,24706.1,79.64,afternoon,female,wilting,3,1.3,0
26.46,57.56,21233.0,62.55,morning,male,wilting,8,3.59,0
31.48,86.04,47521.8,40.87,noon,female,closed,8,1.69,0
30.48,76.97,10356.8,40.19,afternoon,female,closed,2,2.36,0
32.99,75.33,26640.6,46.23,noon,female,closed,5,0.43,0
31.0,53.98,25390.2,30.36,afternoon,male,wilting,6,0.72,0
27.59,74.17,21385.6,64.08,afternoon,male,wilting,2,0.14,0
30.75,54.84,50852.5,43.43,noon,male,wilting,3,1.7,0
25.58,53.15,43293.6,70.76,early_morning,male,partially_open,0,3.96,0
25.98,71.09,11004.4,47.96,morning,female,fully_open,8,3.5,1
32.26,66.11,41590.3,54.0,early_morning,male,fully_open,6,2.53,0
27.8,73.55,32783.1,78.28,noon,male,closed,9,3.44,0
32.38,53.57,50340.8,42.11,afternoon,male,closed,6,2.38,0
32.69,67.24,22708.4,66.06,noon,female,wilting,8,1.48,0
33.15,56.99,34985.6,67.76,afternoon,male,fully_open,5,0.69,0
33.92,89.48,31535.5,41.05,afternoon,male,fully_open,7,2.61,0
27.6,72.45,31009.4,55.05,early_morning,male,partially_open,4,0.77,0
26.15,77.5,29437.0,47.51,early_morning,female,wilting,7,1.67,0
29.57,63.02,17664.6,68.6,noon,male,wilting,9,3.3,0
26.83,53.79,43518.4,61.12,morning,male,fully_open,0,0.52,0
29.81,89.03,29212.8,53.8,early_morning,male,fully_open,2,0.52,0
31.17,61.45,53050.3,68.97,afternoon,female,partially_open,3,0.9,0
30.95,66.95,20258.0,41.76,noon,male,partially_open,8,2.21,0
26.87,75.99,40089.0,67.68,noon,female,wilting,7,1.01,0
24.17,50.99,52213.7,73.27,morning,female,partially_open,7,2.01,0
27.6,82.41,39182.5,73.93,noon,male,fully_open,1,1.21,0
23.85,71.46,48949.8,69.18,early_morning,male,wilting,6,2.02,0
33.57,61.13,46891.6,50.4,afternoon,male,fully_open,2,1.11,0
26.5,52.46,24925.5,79.09,noon,male,wilting,5,3.92,0
24.01,56.5,36205.8,48.98,noon,male,wilting,3,1.97,0
22.33,85.8,15344.3,61.93,afternoon,male,fully_open,5,2.97,0
30.4,77.44,33169.7,38.05,noon,male,wilting,3,2.8,0
30.28,60.0,18829.8,79.02,noon,male,wilting,2,1.96,0
26.43,52.62,42955.6,65.2,morning,female,partially_open,1,0.96,0
22.93,77.62,32818.7,67.67,early_morning,female,fully_open,3,2.04,0
27.33,72.9,27327.7,33.29,noon,male,fully_open,9,2.72,0
26.05,66.18,20633.5,68.17,early_morning,male,partially_open,1,1.84,0
30.8,64.54,54938.8,68.74,morning,female,wilting,6,0.33,0
29.88,58.67,11370.4,63.59,early_morning,female,closed,0,0.07,0
26.74,76.78,10047.4,44.6,morning,female,closed,0,1.31,0
24.83,88.83,18211.1,54.48,early_morning,male,fully_open,4,0.6,0
34.84,57.03,53640.4,35.52,early_morning,male,partially_open,6,3.62,0
27.9,73.88,54024.2,53.58,noon,male,wilting,0,0.7,0
30.95,66.97,38781.6,42.19,early_morning,female,partially_open,3,1.58,0
23.83,67.87,49365.0,47.45,noon,male,wilting,4,2.85,0
28.31,60.17,18056.2,38.13,noon,male,fully_open,1,3.26,0
22.36,83.01,53686.0,41.5,early_morning,male,fully_open,6,1.91,0
28.57,69.41,14710.9,33.83,noon,female,closed,3,0.72,0
34.53,71.74,12752.9,76.0,early_morning,male,partially_open,7,1.08,0
26.99,62.19,13273.9,56.52,afternoon,female,fully_open,0,1.68,0
22.51,57.27,34937.0,49.84,noon,female,partially_open,9,1.46,0
22.4,53.44,44705.8,56.75,afternoon,female,fully_open,0,1.39,0
27.04,78.56,25233.4,61.41,afternoon,male,wilting,0,0.53,0
24.08,57.85,53961.1,76.09,noon,female,wilting,3,3.65,0
22.3,77.6,28417.7,38.93,morning,male,closed,0,0.12,0
31.83,65.62,15071.1,44.78,morning,male,fully_open,4,1.76,0
27.96,66.63,29900.4,78.79,afternoon,female,closed,5,3.92,0
25.76,68.77,39914.7,48.56,afternoon,male,closed,6,2.64,0
33.7,64.71,47114.6,31.13,early_morning,male,fully_open,7,1.42,0
23.51,54.02,29562.1,37.38,afternoon,male,fully_open,7,0.58,0
34.43,62.39,35899.5,31.32,noon,male,wilting,1,3.86,0
26.08,76.55,20565.2,79.5,morning,male,closed,3,0.06,0
33.55,76.63,38358.1,43.94,morning,male,wilting,6,2.73,0
29.84,61.45,54340.7,76.18,morning,male,partially_open,8,3.52,0
32.75,68.4,10305.5,79.79,noon,female,partially_open,8,0.1,0
34.79,57.74,49666.9,59.99,early_morning,male,closed,2,2.9,0
25.75,58.41,34427.3,31.66,noon,male,closed,6,4.0,0
34.49,50.92,19848.6,34.08,noon,male,fully_open,3,2.56,0
27.06,85.87,52879.8,54.08,morning,female,fully_open,8,1.66,1
27.01,58.43,30717.7,50.31,noon,female,closed,6,3.5,0
26.43,59.1,23589.4,60.31,afternoon,female,closed,5,2.22,0
29.04,61.18,16530.4,51.94,noon,male,partially_open,8,3.0,0
24.0,55.1,19489.3,76.7,morning,male,wilting,6,2.35,0
29.2,75.57,47143.9,56.74,morning,male,partially_open,7,0.15,0
29.04,53.01,36877.3,64.69,noon,male,partially_open,4,0.85,0
31.9,55.37,50922.5,74.82,afternoon,male,wilting,3,0.32,0
32.84,75.79,18902.5,37.34,afternoon,female,closed,0,0.43,0
27.73,63.59,13693.5,41.49,morning,male,closed,7,0.06,0
25.93,78.32,8286.1,35.37,afternoon,female,partially_open,5,1.68,0
25.37,72.3,31869.5,36.98,afternoon,male,partially_open,3,0.71,0
24.53,60.24,54920.4,55.63,early_morning,female,wilting,2,3.42,0
22.75,76.03,40663.4,46.06,early_morning,male,fully_open,4,3.0,0
26.45,54.65,22494.5,51.16,afternoon,female,fully_open,3,2.29,0
25.51,71.46,49212.4,79.12,afternoon,male,closed,6,1.96,0
34.56,67.49,44740.9,37.84,early_morning,female,fully_open,5,1.02,0
29.25,60.71,8724.5,57.04,early_morning,male,closed,2,1.9,0
26.51,74.16,46392.4,34.94,early_morning,male,closed,9,2.56,0
29.55,84.85,22124.8,45.92,morning,male,closed,0,3.13,0
23.81,89.96,15034.7,56.38,morning,male,wilting,6,0.33,0
27.77,74.31,18637.5,77.33,early_morning,female,partially_open,4,2.83,0
30.14,66.19,30023.3,49.56,early_morning,female,fully_open,0,2.97,0
28.36,59.01,27968.8,33.25,early_morning,female,wilting,0,2.24,0
27.22,60.28,21577.7,49.41,morning,female,fully_open,5,0.86,1
34.92,69.18,16094.3,37.29,morning,male,wilting,3,2.16,0
33.44,64.69,43824.8,41.5,afternoon,female,fully_open,7,2.01,0
30.1,86.55,54535.2,60.9,noon,male,fully_open,1,1.9,0
29.4,64.73,44556.2,33.37,afternoon,female,partially_open,3,1.84,0
30.07,64.94,21909.0,53.24,noon,male,fully_open,7,0.44,0
24.62,65.34,19506.0,60.47,noon,female,wilting,7,0.73,0
27.14,83.46,18230.3,51.09,noon,male,fully_open,4,0.39,0
22.51,76.03,14424.7,30.96,afternoon,male,partially_open,2,0.97,0
28.18,74.57,33912.5,79.28,morning,male,fully_open,3,1.05,0
29.06,63.37,36453.8,48.36,morning,male,wilting,2,0.98,0
24.96,82.72,41158.6,68.93,morning,male,fully_open,1,0.84,0
34.53,51.53,39970.0,46.28,morning,male,partially_open,3,2.94,0
33.82,84.83,21739.7,53.75,afternoon,female,partially_open,8,3.27,0
31.39,70.51,23524.6,49.42,early_morning,male,partially_open,5,1.31,0
28.93,65.93,40031.2,47.13,noon,female,partially_open,3,1.22,0
33.31,69.89,24424.0,31.09,morning,male,closed,0,3.38,0
23.7,76.7,17993.3,48.0,morning,male,partially_open,6,2.5,0
32.28,50.51,25593.8,74.47,afternoon,male,fully_open,1,1.17,0
23.62,84.86,20788.0,64.52,noon,male,fully_open,5,2.85,0
32.32,67.87,12150.7,37.27,morning,male,fully_open,9,1.38,0
25.58,63.72,47016.5,59.56,early_morning,male,fully_open,0,2.35,0
33.4,55.53,48096.2,74.61,morning,male,closed,6,3.97,0
34.27,67.58,18328.3,65.0,noon,female,closed,3,1.21,0
23.93,69.85,11044.3,37.43,early_morning,male,closed,2,3.72,0
28.01,66.15,42724.9,73.39,afternoon,male,fully_open,9,1.28,0
34.75,77.15,17941.8,45.08,early_morning,female,wilting,6,2.16,0
28.28,66.84,26491.5,52.7,noon,female,wilting,2,1.84,0
33.23,88.46,11014.4,56.31,noon,male,fully_open,7,3.13,0
29.65,73.97,18634.7,72.53,early_morning,female,partially_open,3,0.24,0
26.88,82.3,45266.4,76.58,morning,female,partially_open,2,2.51,0
25.72,54.37,45806.6,76.48,noon,male,fully_open,6,3.04,0
24.64,65.89,17733.0,30.4,early_morning,male,partially_open,6,1.89,0
31.9,63.47,23788.0,76.09,noon,female,partially_open,8,0.42,0
27.03,72.78,14309.2,32.72,morning,male,wilting,9,0.98,0
28.65,84.44,11486.1,43.29,morning,male,fully_open,6,2.72,0
28.4,53.13,54632.1,55.75,early_morning,male,closed,5,3.58,0
29.5,52.9,38812.9,54.0,afternoon,female,wilting,2,1.69,0
33.25,84.01,33478.5,60.24,afternoon,female,fully_open,3,2.24,0
34.75,58.51,43978.4,53.97,morning,female,fully_open,7,0.91,0
27.3,76.75,47483.6,76.72,afternoon,female,wilting,5,1.65,0
32.76,71.72,45915.6,42.03,morning,male,partially_open,8,1.35,0
31.94,83.32,8777.4,43.7,afternoon,male,partially_open,7,2.62,0
29.46,55.0,16780.0,76.04,morning,female,wilting,7,3.94,0
34.43,55.19,38780.5,33.84,noon,female,fully_open,9,3.25,0
24.61,72.27,25660.7,60.48,early_morning,male,closed,9,0.77,0
23.42,87.86,54176.7,64.09,early_morning,male,fully_open,6,2.31,0
33.1,66.6,39274.0,55.28,afternoon,male,closed,9,0.27,0
27.71,63.08,52957.8,64.71,early_morning,male,closed,0,0.99,0
33.01,74.27,17468.0,38.64,afternoon,male,fully_open,4,0.69,0
33.61,87.22,48606.0,72.63,morning,male,fully_open,6,1.34,0
22.81,83.48,23103.6,37.0,noon,female,fully_open,9,2.72,0
33.49,89.82,54509.5,50.04,early_morning,male,closed,8,2.0,0
27.83,50.9,15411.4,33.76,noon,female,partially_open,3,3.73,0
28.64,54.51,32268.0,57.26,early_morning,male,closed,7,0.85,0
30.15,74.38,45263.7,63.49,morning,male,closed,0,1.46,0
34.04,82.82,28334.2,77.06,early_morning,male,closed,3,1.32,0
22.25,61.41,30000.0,66.97,early_morning,female,wilting,3,0.94,0
28.2,59.57,54358.7,57.06,morning,male,partially_open,1,3.97,0
30.94,81.48,27989.5,76.63,afternoon,female,closed,2,1.55,0
31.4,52.26,36391.4,53.92,afternoon,female,closed,2,3.76,0
31.0,64.78,10563.4,58.06,morning,male,wilting,8,1.56,0
23.75,70.23,47583.9,59.8,afternoon,male,closed,6,0.82,0
25.89,72.41,38463.9,50.5,early_morning,female,partially_open,1,0.48,0
26.66,79.14,26988.9,71.92,noon,male,closed,8,3.42,0
32.46,64.19,8760.0,39.26,morning,male,partially_open,7,0.13,0
25.62,74.51,35808.4,57.74,early_morning,male,partially_open,5,3.86,0
24.74,73.42,8594.9,66.11,morning,male,fully_open,5,1.67,0
34.45,71.9,8056.6,75.2,noon,female,wilting,1,0.99,0
22.12,75.62,36956.6,74.2,early_morning,male,wilting,2,2.47,0
34.97,60.38,16883.8,55.44,early_morning,male,wilting,5,0.53,0
30.8,53.39,17018.7,62.16,noon,male,fully_open,2,0.29,0
32.77,54.77,38703.8,49.71,noon,female,fully_open,6,3.31,0
25.83,58.98,10523.8,53.41,afternoon,female,partially_open,4,1.7,0
22.19,70.01,22730.1,75.31,early_morning,female,wilting,3,2.07,0
31.59,83.62,15023.3,76.54,noon,female,fully_open,7,0.71,0
32.84,78.05,35268.3,74.77,noon,male,fully_open,1,0.25,0
31.63,81.56,39103.0,36.92,early_morning,male,fully_open,2,1.47,0
23.86,64.04,41893.4,72.5,afternoon,male,partially_open,9,2.02,0
31.79,66.19,19995.9,77.42,morning,female,closed,3,3.06,0
32.0,65.75,12194.7,48.06,afternoon,female,fully_open,9,2.0,0
30.56,57.67,11698.1,55.93,noon,female,fully_open,5,3.13,0
31.96,52.45,28029.1,68.95,morning,female,fully_open,4,0.46,0
33.0,73.64,52454.7,58.1,morning,male,wilting,4,0.26,0
29.98,89.57,18233.3,79.67,afternoon,male,wilting,6,0.64,0
23.15,56.67,20066.9,52.79,morning,male,fully_open,7,3.09,0
28.34,51.87,12741.8,65.7,noon,male,partially_open,5,3.04,0
23.01,81.18,36461.8,69.63,early_morning,male,closed,2,0.57,0
27.3,60.1,39954.0,54.71,early_morning,male,wilting,3,0.12,0
27.29,83.19,38217.8,72.85,early_morning,male,closed,0,2.74,0
22.86,78.16,48473.1,57.31,afternoon,female,fully_open,4,3.42,0
26.53,87.83,30862.0,50.58,early_morning,male,wilting,9,3.02,0
23.44,66.36,14319.5,35.39,early_morning,male,closed,7,0.81,0
32.51,76.48,21602.0,49.67,early_morning,male,fully_open,2,2.34,0
34.32,68.59,39134.2,66.7,morning,male,wilting,9,3.03,0
22.94,75.22,36816.7,76.06,morning,female,fully_open,3,1.02,0
34.42,67.98,32957.1,42.58,morning,male,wilting,3,2.11,0
28.79,57.55,40099.3,47.76,noon,female,closed,5,1.26,0
25.89,70.32,37957.4,37.7,noon,male,closed,8,0.9,0
23.0,71.14,49422.3,64.54,noon,male,wilting,9,3.88,0
28.51,82.42,35542.8,78.01,early_morning,male,partially_open,2,3.65,0
32.33,79.42,44594.3,62.05,morning,male,fully_open,3,1.78,0
31.19,76.55,19689.2,60.85,noon,male,closed,5,0.55,0
